Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
112,12/2/2023,CUST0112,Male,37,Clothing,3,500,1500
113,9/13/2023,CUST0113,Female,41,Electronics,2,25,50
114,7/22/2023,CUST0114,Female,22,Beauty,4,25,100
115,11/26/2023,CUST0115,Male,51,Clothing,3,500,1500
116,8/23/2023,CUST0116,Female,23,Clothing,1,30,30
117,3/15/2023,CUST0117,Male,19,Electronics,2,500,1000
118,5/16/2023,CUST0118,Female,30,Electronics,4,500,2000
119,3/13/2023,CUST0119,Female,60,Clothing,3,50,150
120,5/7/2023,CUST0120,Male,60,Beauty,1,50,50
121,10/15/2023,CUST0121,Female,28,Electronics,4,50,200
122,10/3/2023,CUST0122,Male,64,Electronics,4,30,120
123,5/15/2023,CUST0123,Female,40,Electronics,2,30,60
124,10/27/2023,CUST0124,Male,33,Clothing,4,500,2000
125,8/8/2023,CUST0125,Male,48,Clothing,2,50,100
126,10/26/2023,CUST0126,Female,28,Clothing,3,30,90
127,7/24/2023,CUST0127,Female,33,Clothing,2,25,50
128,7/5/2023,CUST0128,Male,25,Beauty,1,500,500
129,4/23/2023,CUST0129,Female,21,Beauty,2,300,600
130,3/12/2023,CUST0130,Female,57,Clothing,1,500,500
131,9/18/2023,CUST0131,Female,21,Beauty,2,300,600
132,9/10/2023,CUST0132,Male,42,Electronics,4,50,200
133,2/16/2023,CUST0133,Male,20,Electronics,3,300,900
134,1/25/2023,CUST0134,Male,49,Electronics,1,50,50
135,2/26/2023,CUST0135,Male,20,Clothing,2,25,50
136,3/20/2023,CUST0136,Male,44,Electronics,2,300,600
137,11/18/2023,CUST0137,Male,46,Beauty,2,500,1000
138,3/23/2023,CUST0138,Male,49,Clothing,4,50,200
139,12/15/2023,CUST0139,Male,36,Beauty,4,500,2000
140,8/5/2023,CUST0140,Male,38,Electronics,1,30,30
141,11/2/2023,CUST0141,Female,22,Electronics,1,50,50
142,2/2/2023,CUST0142,Male,35,Electronics,4,300,1200
143,7/17/2023,CUST0143,Female,45,Clothing,1,50,50
144,7/15/2023,CUST0144,Female,59,Beauty,3,500,1500
145,11/2/2023,CUST0145,Female,39,Clothing,3,25,75
146,8/28/2023,CUST0146,Male,38,Clothing,4,50,200
147,9/28/2023,CUST0147,Male,23,Electronics,1,300,300
148,5/9/2023,CUST0148,Male,18,Clothing,2,30,60
149,10/11/2023,CUST0149,Male,22,Clothing,3,25,75
150,1/6/2023,CUST0150,Female,58,Electronics,4,30,120
151,12/15/2023,CUST0151,Male,29,Clothing,1,50,50
152,2/28/2023,CUST0152,Male,43,Electronics,4,500,2000
153,12/16/2023,CUST0153,Male,63,Electronics,2,500,1000
154,10/2/2023,CUST0154,Male,51,Electronics,3,300,900
155,5/17/2023,CUST0155,Male,31,Electronics,4,500,2000
156,11/25/2023,CUST0156,Female,43,Clothing,4,25,100
157,6/24/2023,CUST0157,Male,62,Electronics,4,500,2000
158,2/27/2023,CUST0158,Female,44,Electronics,2,300,600
159,5/31/2023,CUST0159,Male,26,Clothing,4,50,200
160,8/11/2023,CUST0160,Female,43,Clothing,2,50,100
161,3/22/2023,CUST0161,Male,64,Beauty,2,500,1000
162,8/21/2023,CUST0162,Male,39,Clothing,2,30,60
163,1/2/2023,CUST0163,Female,64,Clothing,3,50,150
164,5/15/2023,CUST0164,Female,47,Beauty,3,500,1500
165,9/14/2023,CUST0165,Female,60,Clothing,4,300,1200
166,4/2/2023,CUST0166,Male,34,Clothing,4,500,2000
167,9/17/2023,CUST0167,Female,43,Clothing,3,50,150
168,2/24/2023,CUST0168,Male,53,Clothing,1,300,300
169,11/17/2023,CUST0169,Male,18,Beauty,3,500,1500
170,6/2/2023,CUST0170,Female,25,Clothing,2,25,50
171,11/24/2023,CUST0171,Female,52,Clothing,3,300,900
172,9/17/2023,CUST0172,Male,32,Beauty,2,25,50
173,11/8/2023,CUST0173,Male,64,Electronics,4,30,120
174,4/12/2023,CUST0174,Female,39,Beauty,1,300,300
175,3/20/2023,CUST0175,Female,31,Electronics,4,25,100
176,7/11/2023,CUST0176,Female,43,Beauty,2,50,100
177,3/24/2023,CUST0177,Male,45,Beauty,2,50,100
178,10/4/2023,CUST0178,Male,40,Clothing,2,30,60
179,9/29/2023,CUST0179,Male,31,Electronics,1,300,300
180,1/1/2023,CUST0180,Male,41,Clothing,3,300,900
181,11/3/2023,CUST0181,Male,19,Electronics,4,300,1200
182,6/15/2023,CUST0182,Male,62,Beauty,4,30,120
183,9/8/2023,CUST0183,Female,43,Beauty,3,300,900
184,1/10/2023,CUST0184,Male,31,Electronics,4,50,200
185,2/27/2023,CUST0185,Male,24,Clothing,1,25,25
186,7/5/2023,CUST0186,Male,20,Clothing,4,50,200
187,6/7/2023,CUST0187,Female,64,Clothing,2,50,100
188,5/3/2023,CUST0188,Male,40,Clothing,3,25,75
189,1/30/2023,CUST0189,Male,63,Beauty,1,50,50
190,5/4/2023,CUST0190,Female,60,Beauty,3,30,90
191,10/18/2023,CUST0191,Male,64,Beauty,1,25,25
192,2/10/2023,CUST0192,Male,62,Beauty,2,50,100
193,2/13/2023,CUST0193,Male,35,Beauty,3,500,1500
194,9/6/2023,CUST0194,Male,55,Clothing,4,50,200
195,2/5/2023,CUST0195,Male,52,Clothing,1,30,30
196,9/30/2023,CUST0196,Female,32,Clothing,3,300,900
197,3/6/2023,CUST0197,Female,42,Clothing,4,50,200
198,3/7/2023,CUST0198,Female,54,Beauty,3,300,900
199,12/4/2023,CUST0199,Male,45,Beauty,3,500,1500
200,9/1/2023,CUST0200,Male,27,Beauty,3,50,150
201,10/9/2023,CUST0201,Male,56,Electronics,1,25,25
202,3/26/2023,CUST0202,Female,34,Clothing,4,300,1200
203,5/16/2023,CUST0203,Male,56,Clothing,2,500,1000
204,9/28/2023,CUST0204,Male,39,Beauty,1,25,25
205,11/7/2023,CUST0205,Female,43,Clothing,1,25,25
206,8/5/2023,CUST0206,Male,61,Clothing,1,25,25
207,4/19/2023,CUST0207,Female,42,Beauty,2,25,50
208,10/4/2023,CUST0208,Female,34,Electronics,4,50,200
209,12/20/2023,CUST0209,Female,30,Electronics,4,50,200
210,4/13/2023,CUST0210,Male,37,Electronics,4,50,200
211,1/1/2024,CUST0211,Male,42,Beauty,3,500,1500
212,6/9/2023,CUST0212,Male,21,Clothing,3,500,1500
213,7/24/2023,CUST0213,Male,27,Beauty,3,500,1500
214,12/10/2023,CUST0214,Male,20,Beauty,2,30,60
215,11/29/2023,CUST0215,Male,58,Clothing,3,500,1500
216,7/11/2023,CUST0216,Male,62,Electronics,2,50,100
217,8/13/2023,CUST0217,Female,35,Electronics,4,50,200
218,9/22/2023,CUST0218,Male,64,Beauty,3,30,90
219,8/20/2023,CUST0219,Female,53,Electronics,3,30,90
220,3/3/2023,CUST0220,Male,64,Beauty,1,500,500
221,5/7/2023,CUST0221,Male,39,Beauty,2,300,600
222,4/26/2023,CUST0222,Male,51,Clothing,4,30,120
223,2/2/2023,CUST0223,Female,64,Clothing,1,25,25
224,6/23/2023,CUST0224,Female,25,Clothing,1,50,50
225,1/11/2023,CUST0225,Female,57,Beauty,4,25,100
226,10/29/2023,CUST0226,Female,61,Clothing,1,50,50
227,10/11/2023,CUST0227,Male,36,Electronics,2,50,100
228,4/28/2023,CUST0228,Female,59,Electronics,2,30,60
229,10/29/2023,CUST0229,Male,58,Beauty,3,30,90
230,4/23/2023,CUST0230,Male,54,Beauty,1,25,25
231,1/4/2023,CUST0231,Female,23,Clothing,3,50,150
232,2/6/2023,CUST0232,Female,43,Beauty,1,25,25
233,12/29/2023,CUST0233,Female,51,Beauty,2,300,600
234,11/20/2023,CUST0234,Female,62,Electronics,2,25,50
235,1/31/2023,CUST0235,Female,23,Electronics,2,500,1000
236,4/28/2023,CUST0236,Female,54,Clothing,1,25,25
237,2/4/2023,CUST0237,Female,50,Beauty,2,500,1000
238,1/17/2023,CUST0238,Female,39,Beauty,1,500,500
239,6/19/2023,CUST0239,Male,38,Electronics,3,500,1500
240,2/6/2023,CUST0240,Female,23,Beauty,1,300,300
241,9/21/2023,CUST0241,Female,23,Electronics,3,25,75
242,5/2/2023,CUST0242,Male,21,Clothing,1,25,25
243,5/23/2023,CUST0243,Female,47,Electronics,3,300,900
244,12/9/2023,CUST0244,Male,28,Beauty,2,50,100
245,9/6/2023,CUST0245,Male,47,Clothing,3,30,90
246,4/20/2023,CUST0246,Female,48,Electronics,2,25,50
247,10/4/2023,CUST0247,Male,41,Electronics,2,30,60
248,3/9/2023,CUST0248,Male,26,Clothing,3,300,900
249,10/20/2023,CUST0249,Male,20,Clothing,1,50,50
250,10/23/2023,CUST0250,Male,48,Electronics,1,50,50
251,8/31/2023,CUST0251,Female,57,Beauty,4,50,200
252,5/5/2023,CUST0252,Male,54,Electronics,1,300,300
253,8/31/2023,CUST0253,Female,53,Clothing,4,500,2000
254,7/28/2023,CUST0254,Male,41,Electronics,1,500,500
255,4/8/2023,CUST0255,Male,48,Clothing,1,30,30
256,2/18/2023,CUST0256,Male,23,Clothing,2,500,1000
257,2/19/2023,CUST0257,Male,19,Beauty,4,500,2000
258,12/4/2023,CUST0258,Female,37,Clothing,1,50,50
259,8/9/2023,CUST0259,Female,45,Clothing,4,50,200
260,7/1/2023,CUST0260,Male,28,Beauty,2,30,60
261,8/5/2023,CUST0261,Male,21,Clothing,2,25,50
262,7/30/2023,CUST0262,Female,32,Beauty,4,30,120
263,8/28/2023,CUST0263,Male,23,Beauty,2,30,60
264,1/28/2023,CUST0264,Male,47,Clothing,3,300,900
265,12/11/2023,CUST0265,Male,55,Clothing,3,300,900
266,12/1/2023,CUST0266,Female,19,Electronics,2,30,60
267,11/27/2023,CUST0267,Female,32,Beauty,3,30,90
268,2/20/2023,CUST0268,Female,28,Electronics,1,30,30
269,2/1/2023,CUST0269,Male,25,Clothing,4,500,2000
270,7/26/2023,CUST0270,Male,43,Electronics,1,300,300
271,6/23/2023,CUST0271,Female,62,Beauty,4,30,120
272,2/25/2023,CUST0272,Female,61,Electronics,2,50,100
273,5/8/2023,CUST0273,Female,22,Beauty,1,50,50
274,4/9/2023,CUST0274,Female,23,Clothing,2,500,1000
275,4/8/2023,CUST0275,Male,43,Clothing,2,500,1000
276,10/2/2023,CUST0276,Female,21,Beauty,4,25,100
277,8/18/2023,CUST0277,Male,36,Clothing,4,25,100
278,3/13/2023,CUST0278,Female,37,Clothing,4,25,100
279,8/5/2023,CUST0279,Male,50,Clothing,1,500,500
280,4/4/2023,CUST0280,Female,37,Clothing,3,500,1500
281,5/23/2023,CUST0281,Female,29,Beauty,4,500,2000
282,8/25/2023,CUST0282,Female,64,Electronics,4,50,200
283,5/8/2023,CUST0283,Female,18,Electronics,1,500,500
284,2/8/2023,CUST0284,Male,43,Clothing,4,50,200
285,8/15/2023,CUST0285,Female,31,Electronics,1,25,25
286,10/9/2023,CUST0286,Male,55,Electronics,2,25,50
287,2/20/2023,CUST0287,Male,54,Clothing,4,25,100
288,1/26/2023,CUST0288,Male,28,Clothing,4,30,120
289,11/30/2023,CUST0289,Male,53,Electronics,2,30,60
290,10/4/2023,CUST0290,Female,30,Beauty,2,300,600
291,1/8/2023,CUST0291,Male,60,Clothing,2,300,600
292,2/17/2023,CUST0292,Male,20,Beauty,4,300,1200
293,5/2/2023,CUST0293,Male,50,Electronics,3,30,90
294,3/27/2023,CUST0294,Female,23,Clothing,3,30,90
295,7/28/2023,CUST0295,Female,27,Beauty,3,300,900
296,9/6/2023,CUST0296,Female,22,Clothing,4,300,1200
297,9/4/2023,CUST0297,Female,40,Electronics,2,500,1000
298,4/20/2023,CUST0298,Male,27,Beauty,4,300,1200
299,7/25/2023,CUST0299,Male,61,Electronics,2,500,1000
300,1/31/2023,CUST0300,Female,19,Electronics,4,50,200
301,3/26/2023,CUST0301,Male,30,Clothing,4,30,120
302,7/14/2023,CUST0302,Male,57,Beauty,2,300,600
303,1/2/2023,CUST0303,Male,19,Electronics,3,30,90
304,7/19/2023,CUST0304,Female,37,Electronics,2,30,60
305,5/16/2023,CUST0305,Female,18,Beauty,1,30,30
306,8/21/2023,CUST0306,Male,54,Electronics,1,50,50
307,5/27/2023,CUST0307,Female,26,Electronics,2,25,50
308,8/5/2023,CUST0308,Female,34,Beauty,4,300,1200
309,12/23/2023,CUST0309,Female,26,Beauty,1,25,25
310,10/12/2023,CUST0310,Female,28,Beauty,1,25,25
311,12/5/2023,CUST0311,Female,32,Beauty,4,25,100
312,9/7/2023,CUST0312,Male,41,Clothing,4,30,120
313,3/21/2023,CUST0313,Female,55,Beauty,3,500,1500
314,4/8/2023,CUST0314,Male,52,Clothing,4,30,120
315,6/1/2023,CUST0315,Male,47,Clothing,2,30,60
316,4/22/2023,CUST0316,Female,48,Clothing,2,25,50
317,1/30/2023,CUST0317,Male,22,Electronics,3,30,90
318,10/24/2023,CUST0318,Male,61,Clothing,1,25,25
319,10/5/2023,CUST0319,Male,31,Clothing,1,500,500
320,2/1/2023,CUST0320,Female,28,Electronics,4,300,1200
321,6/10/2023,CUST0321,Female,26,Electronics,2,25,50
322,1/30/2023,CUST0322,Male,51,Electronics,1,500,500
323,1/26/2023,CUST0323,Female,29,Beauty,3,300,900
324,10/27/2023,CUST0324,Female,52,Electronics,3,50,150
325,9/2/2023,CUST0325,Female,52,Electronics,2,25,50
326,9/15/2023,CUST0326,Female,18,Clothing,3,25,75
327,9/29/2023,CUST0327,Male,57,Electronics,3,50,150
328,3/22/2023,CUST0328,Male,39,Beauty,2,50,100
329,1/30/2023,CUST0329,Female,46,Electronics,4,25,100
330,9/18/2023,CUST0330,Female,25,Beauty,4,50,200
331,2/11/2023,CUST0331,Male,28,Electronics,3,30,90
332,4/6/2023,CUST0332,Male,58,Electronics,4,300,1200
333,2/5/2023,CUST0333,Female,54,Electronics,4,300,1200
334,11/1/2023,CUST0334,Male,31,Electronics,3,300,900
335,2/4/2023,CUST0335,Female,47,Beauty,4,30,120
336,12/12/2023,CUST0336,Female,52,Beauty,3,50,150
337,5/1/2023,CUST0337,Male,38,Clothing,1,500,500
338,7/26/2023,CUST0338,Male,54,Beauty,2,50,100
339,3/3/2023,CUST0339,Female,22,Electronics,2,25,50
340,10/19/2023,CUST0340,Female,36,Clothing,4,300,1200
341,5/7/2023,CUST0341,Male,31,Clothing,4,50,200
342,10/24/2023,CUST0342,Female,43,Clothing,4,500,2000
343,11/1/2023,CUST0343,Male,21,Electronics,2,25,50
344,1/21/2023,CUST0344,Female,42,Beauty,1,30,30
345,11/14/2023,CUST0345,Male,62,Electronics,1,30,30
346,2/11/2023,CUST0346,Male,59,Clothing,2,500,1000
347,8/3/2023,CUST0347,Male,42,Electronics,1,25,25
348,12/3/2023,CUST0348,Female,35,Electronics,2,300,600
349,10/26/2023,CUST0349,Female,57,Beauty,1,50,50
350,10/17/2023,CUST0350,Male,25,Beauty,3,25,75
351,9/25/2023,CUST0351,Female,56,Clothing,3,30,90
352,6/11/2023,CUST0352,Male,57,Electronics,2,500,1000
353,5/14/2023,CUST0353,Male,31,Electronics,1,500,500
354,4/15/2023,CUST0354,Female,49,Beauty,4,50,200
355,12/9/2023,CUST0355,Female,55,Electronics,1,500,500
356,6/10/2023,CUST0356,Male,50,Electronics,3,500,1500
357,5/3/2023,CUST0357,Female,40,Electronics,3,25,75
358,5/16/2023,CUST0358,Female,32,Beauty,1,300,300
359,7/22/2023,CUST0359,Male,50,Clothing,1,50,50
360,3/9/2023,CUST0360,Male,42,Clothing,4,25,100
361,12/10/2023,CUST0361,Female,34,Electronics,4,300,1200
362,11/27/2023,CUST0362,Male,50,Clothing,1,25,25
363,6/3/2023,CUST0363,Male,64,Beauty,1,25,25
364,8/23/2023,CUST0364,Female,19,Beauty,1,500,500
365,6/11/2023,CUST0365,Male,31,Clothing,1,300,300
366,2/7/2023,CUST0366,Male,57,Clothing,2,50,100
367,1/5/2023,CUST0367,Female,57,Electronics,1,50,50
368,8/23/2023,CUST0368,Female,56,Clothing,4,300,1200
369,11/15/2023,CUST0369,Male,23,Electronics,3,500,1500
370,10/16/2023,CUST0370,Male,23,Electronics,2,30,60
371,2/21/2023,CUST0371,Female,20,Beauty,1,25,25
372,2/7/2023,CUST0372,Female,24,Beauty,3,500,1500
373,10/3/2023,CUST0373,Female,25,Beauty,2,300,600
374,4/20/2023,CUST0374,Female,59,Beauty,3,25,75
375,9/17/2023,CUST0375,Male,32,Clothing,1,50,50
376,5/16/2023,CUST0376,Female,64,Beauty,1,30,30
377,3/9/2023,CUST0377,Female,46,Clothing,4,50,200
378,6/28/2023,CUST0378,Male,50,Beauty,1,300,300
379,2/5/2023,CUST0379,Female,47,Clothing,1,25,25
380,5/6/2023,CUST0380,Male,56,Electronics,2,300,600
381,7/9/2023,CUST0381,Female,44,Clothing,4,25,100
382,5/26/2023,CUST0382,Female,53,Clothing,2,500,1000
383,3/22/2023,CUST0383,Female,46,Beauty,3,30,90
384,8/13/2023,CUST0384,Male,55,Clothing,1,500,500
385,10/6/2023,CUST0385,Male,50,Electronics,3,500,1500
386,12/27/2023,CUST0386,Female,54,Electronics,2,300,600
387,6/4/2023,CUST0387,Male,44,Beauty,1,30,30
388,11/10/2023,CUST0388,Male,50,Electronics,1,25,25
389,12/1/2023,CUST0389,Male,21,Clothing,2,25,50
390,9/28/2023,CUST0390,Male,39,Electronics,2,50,100
391,1/5/2023,CUST0391,Male,19,Beauty,2,25,50
392,12/8/2023,CUST0392,Male,27,Clothing,2,300,600
393,10/11/2023,CUST0393,Female,22,Beauty,2,500,1000
394,6/3/2023,CUST0394,Female,27,Clothing,1,500,500
395,12/6/2023,CUST0395,Male,50,Electronics,2,500,1000
396,2/23/2023,CUST0396,Female,55,Beauty,1,30,30
397,3/10/2023,CUST0397,Female,30,Beauty,1,25,25
398,5/16/2023,CUST0398,Female,48,Clothing,2,300,600
399,3/1/2023,CUST0399,Female,64,Beauty,2,30,60
400,2/24/2023,CUST0400,Male,53,Clothing,4,50,200
401,10/11/2023,CUST0401,Female,62,Clothing,1,300,300
402,3/21/2023,CUST0402,Female,41,Clothing,2,300,600
403,5/20/2023,CUST0403,Male,32,Clothing,2,300,600
404,5/25/2023,CUST0404,Male,46,Electronics,2,500,1000
405,11/6/2023,CUST0405,Female,25,Clothing,4,300,1200
406,4/18/2023,CUST0406,Female,22,Beauty,4,25,100
407,6/25/2023,CUST0407,Female,46,Electronics,3,300,900
408,4/15/2023,CUST0408,Female,64,Beauty,1,500,500
409,12/18/2023,CUST0409,Female,21,Electronics,3,300,900
410,11/21/2023,CUST0410,Female,29,Clothing,2,50,100
411,5/16/2023,CUST0411,Male,62,Electronics,4,50,200
412,9/16/2023,CUST0412,Female,19,Electronics,4,500,2000
413,9/8/2023,CUST0413,Female,44,Beauty,3,25,75
414,5/9/2023,CUST0414,Male,48,Beauty,4,25,100
415,1/27/2023,CUST0415,Male,53,Clothing,2,30,60
416,2/17/2023,CUST0416,Male,53,Electronics,4,500,2000
417,11/21/2023,CUST0417,Male,43,Electronics,3,300,900
418,8/5/2023,CUST0418,Female,60,Electronics,2,500,1000
419,5/22/2023,CUST0419,Female,44,Clothing,3,30,90
420,1/23/2023,CUST0420,Female,22,Clothing,4,500,2000
421,1/2/2023,CUST0421,Female,37,Clothing,3,500,1500
422,6/20/2023,CUST0422,Female,28,Clothing,3,30,90
423,3/8/2023,CUST0423,Female,27,Clothing,1,25,25
424,11/23/2023,CUST0424,Male,57,Beauty,4,300,1200
425,5/15/2023,CUST0425,Female,55,Electronics,4,30,120
426,3/24/2023,CUST0426,Male,23,Electronics,3,50,150
427,8/15/2023,CUST0427,Male,25,Electronics,1,25,25
428,10/10/2023,CUST0428,Female,40,Electronics,4,50,200
429,12/28/2023,CUST0429,Male,64,Electronics,2,25,50
430,8/7/2023,CUST0430,Female,43,Electronics,3,300,900
431,10/15/2023,CUST0431,Male,63,Electronics,4,300,1200
432,1/5/2023,CUST0432,Female,60,Electronics,2,500,1000
433,2/27/2023,CUST0433,Male,29,Beauty,4,50,200
434,2/8/2023,CUST0434,Female,43,Electronics,2,25,50
435,12/20/2023,CUST0435,Female,30,Beauty,3,300,900
436,3/18/2023,CUST0436,Female,57,Clothing,4,30,120
437,10/7/2023,CUST0437,Female,35,Electronics,4,300,1200
438,1/19/2023,CUST0438,Female,42,Clothing,1,30,30
439,7/9/2023,CUST0439,Male,50,Clothing,3,25,75
440,10/26/2023,CUST0440,Male,64,Clothing,2,300,600
441,10/10/2023,CUST0441,Male,57,Beauty,4,300,1200
442,3/17/2023,CUST0442,Female,60,Clothing,4,25,100
443,8/9/2023,CUST0443,Male,29,Clothing,2,300,600
444,3/7/2023,CUST0444,Female,61,Clothing,3,30,90
445,1/22/2023,CUST0445,Female,53,Electronics,1,300,300
